row_index,date,time,temp,weather,wind,humidity,barometer,visibility
2024-05-31 02:51,2024-05-31,02:51,16 °C,Mostly cloudy.,7 km/h,60%,1018 mbar,16 km
2024-05-31 03:51,2024-05-31,03:51,17 °C,Passing clouds.,No wind,52%,1018 mbar,16 km
2024-05-31 04:51,2024-05-31,04:51,16 °C,Passing clouds.,6 km/h,54%,1019 mbar,16 km
2024-05-31 05:51,2024-05-31,05:51,15 °C,Passing clouds.,No wind,60%,1020 mbar,16 km
2024-05-31 06:51,2024-05-31,06:51,15 °C,Sunny.,No wind,60%,1020 mbar,16 km
2024-05-31 07:51,2024-05-31,07:51,16 °C,Sunny.,11 km/h,54%,1021 mbar,16 km
2024-05-31 08:51,2024-05-31,08:51,18 °C,Sunny.,9 km/h,47%,1021 mbar,16 km
2024-05-31 09:51,2024-05-31,09:51,19 °C,Sunny.,N/A,42%,1021 mbar,16 km
2024-05-31 10:51,2024-05-31,10:51,21 °C,Sunny.,17 km/h,41%,1022 mbar,16 km
2024-05-31 11:51,2024-05-31,11:51,22 °C,Sunny.,13 km/h,36%,1021 mbar,16 km
2024-05-31 12:51,2024-05-31,12:51,23 °C,Scattered clouds.,6 km/h,33%,1021 mbar,16 km
2024-05-31 13:51,2024-05-31,13:51,23 °C,Scattered clouds.,No wind,33%,1020 mbar,16 km
2024-05-31 14:51,2024-05-31,14:51,23 °C,Passing clouds.,N/A,37%,1020 mbar,16 km
2024-05-31 15:51,2024-05-31,15:51,23 °C,Sunny.,9 km/h,29%,1019 mbar,16 km
2024-05-31 16:51,2024-05-31,16:51,23 °C,Scattered clouds.,7 km/h,36%,1019 mbar,16 km
2024-05-31 17:51,2024-05-31,17:51,23 °C,Sunny.,N/A,31%,1019 mbar,16 km
2024-05-31 18:51,2024-05-31,18:51,23 °C,Sunny.,19 km/h,29%,1019 mbar,16 km
2024-05-31 19:51,2024-05-31,19:51,23 °C,Sunny.,11 km/h,32%,1019 mbar,16 km
2024-05-31 20:51,2024-05-31,20:51,22 °C,Clear.,7 km/h,35%,1020 mbar,16 km
2024-05-31 21:51,2024-05-31,21:51,21 °C,Clear.,9 km/h,35%,1021 mbar,16 km
2024-05-31 22:51,2024-05-31,22:51,21 °C,Clear.,9 km/h,33%,1021 mbar,16 km
2024-05-31 23:51,2024-05-31,23:51,19 °C,Clear.,No wind,40%,1021 mbar,16 km
2024-06-01 00:51,2024-06-01,00:51,19 °C,Clear.,6 km/h,39%,1021 mbar,16 km
2024-06-01 01:51,2024-06-01,01:51,18 °C,Clear.,6 km/h,43%,1021 mbar,16 km
2024-06-01 02:51,2024-06-01,02:51,17 °C,Clear.,9 km/h,43%,1021 mbar,16 km
2024-06-01 03:51,2024-06-01,03:51,17 °C,Clear.,7 km/h,46%,1021 mbar,16 km
2024-06-01 04:51,2024-06-01,04:51,16 °C,Clear.,No wind,52%,1022 mbar,16 km
2024-06-01 05:51,2024-06-01,05:51,16 °C,Sunny.,No wind,48%,1022 mbar,16 km
2024-06-01 06:51,2024-06-01,06:51,17 °C,Sunny.,6 km/h,50%,1022 mbar,16 km
2024-06-01 07:51,2024-06-01,07:51,18 °C,Sunny.,13 km/h,50%,1022 mbar,16 km
2024-06-01 08:51,2024-06-01,08:51,20 °C,Sunny.,No wind,44%,1022 mbar,16 km
2024-06-01 09:51,2024-06-01,09:51,21 °C,Sunny.,No wind,42%,1022 mbar,16 km
2024-06-01 10:51,2024-06-01,10:51,23 °C,Sunny.,9 km/h,36%,1022 mbar,16 km
2024-06-01 11:51,2024-06-01,11:51,26 °C,Sunny.,No wind,32%,1021 mbar,16 km
2024-06-01 12:51,2024-06-01,12:51,27 °C,Sunny.,6 km/h,30%,1021 mbar,16 km
2024-06-01 13:51,2024-06-01,13:51,27 °C,Sunny.,No wind,30%,1020 mbar,16 km
2024-06-01 14:51,2024-06-01,14:51,28 °C,Sunny.,6 km/h,26%,1019 mbar,16 km
2024-06-01 15:51,2024-06-01,15:51,27 °C,Sunny.,7 km/h,27%,1019 mbar,16 km
2024-06-01 16:51,2024-06-01,16:51,28 °C,Sunny.,7 km/h,25%,1018 mbar,16 km
2024-06-01 17:51,2024-06-01,17:51,27 °C,Sunny.,7 km/h,27%,1018 mbar,16 km
2024-06-01 18:51,2024-06-01,18:51,27 °C,Sunny.,11 km/h,30%,1018 mbar,16 km
2024-06-01 19:51,2024-06-01,19:51,25 °C,Sunny.,6 km/h,33%,1018 mbar,16 km
2024-06-01 20:51,2024-06-01,20:51,24 °C,Clear.,6 km/h,32%,1019 mbar,16 km
2024-06-01 21:51,2024-06-01,21:51,24 °C,Clear.,9 km/h,36%,1019 mbar,16 km
2024-06-01 22:51,2024-06-01,22:51,23 °C,Clear.,No wind,36%,1019 mbar,16 km
2024-06-01 23:51,2024-06-01,23:51,23 °C,Clear.,No wind,36%,1019 mbar,16 km
2024-06-02 00:51,2024-06-02,00:51,22 °C,Clear.,No wind,35%,1018 mbar,16 km
2024-06-02 01:51,2024-06-02,01:51,21 °C,Clear.,9 km/h,44%,1018 mbar,16 km
2024-06-02 02:51,2024-06-02,02:51,21 °C,Clear.,7 km/h,47%,1018 mbar,16 km
2024-06-02 03:51,2024-06-02,03:51,20 °C,Clear.,6 km/h,49%,1018 mbar,16 km
2024-06-02 04:51,2024-06-02,04:51,20 °C,Clear.,6 km/h,51%,1018 mbar,16 km
2024-06-02 05:51,2024-06-02,05:51,20 °C,Sunny.,No wind,51%,1018 mbar,16 km
2024-06-02 06:51,2024-06-02,06:51,19 °C,Sunny.,No wind,55%,1018 mbar,16 km
2024-06-02 07:51,2024-06-02,07:51,21 °C,Sunny.,7 km/h,53%,1019 mbar,16 km
2024-06-02 08:51,2024-06-02,08:51,21 °C,Sunny.,No wind,53%,1019 mbar,16 km
2024-06-02 09:51,2024-06-02,09:51,23 °C,Sunny.,6 km/h,51%,1018 mbar,16 km
2024-06-02 10:51,2024-06-02,10:51,24 °C,Sunny.,N/A,50%,1018 mbar,16 km
2024-06-02 11:51,2024-06-02,11:51,26 °C,Sunny.,6 km/h,50%,1018 mbar,16 km
2024-06-02 12:51,2024-06-02,12:51,27 °C,Sunny.,No wind,44%,1017 mbar,16 km
2024-06-02 13:51,2024-06-02,13:51,27 °C,Sunny.,9 km/h,47%,1016 mbar,16 km
2024-06-02 14:51,2024-06-02,14:51,26 °C,Sunny.,6 km/h,50%,1016 mbar,16 km
2024-06-02 15:51,2024-06-02,15:51,25 °C,Sunny.,N/A,56%,1015 mbar,16 km
2024-06-02 16:51,2024-06-02,16:51,24 °C,Sunny.,6 km/h,54%,1015 mbar,16 km
2024-06-02 17:51,2024-06-02,17:51,24 °C,Sunny.,7 km/h,47%,1014 mbar,16 km
2024-06-02 18:51,2024-06-02,18:51,25 °C,Sunny.,No wind,42%,1014 mbar,16 km
2024-06-02 19:51,2024-06-02,19:51,24 °C,Sunny.,No wind,45%,1014 mbar,16 km
2024-06-02 20:51,2024-06-02,20:51,24 °C,Clear.,No wind,52%,1014 mbar,16 km
2024-06-02 21:51,2024-06-02,21:51,24 °C,Overcast.,No wind,54%,1015 mbar,16 km
2024-06-02 22:51,2024-06-02,22:51,24 °C,Mostly cloudy.,No wind,54%,1014 mbar,16 km
2024-06-02 23:51,2024-06-02,23:51,24 °C,Passing clouds.,11 km/h,54%,1014 mbar,16 km
2024-06-03 00:51,2024-06-03,00:51,24 °C,Overcast.,No wind,54%,1013 mbar,16 km
2024-06-03 01:51,2024-06-03,01:51,23 °C,Light rain. Mostly cloudy.,9 km/h,59%,1014 mbar,16 km
2024-06-03 02:51,2024-06-03,02:51,23 °C,Overcast.,No wind,57%,1013 mbar,16 km
2024-06-03 03:51,2024-06-03,03:51,23 °C,Mostly cloudy.,7 km/h,62%,1013 mbar,16 km
2024-06-03 04:51,2024-06-03,04:51,22 °C,Passing clouds.,7 km/h,64%,1013 mbar,16 km
2024-06-03 05:51,2024-06-03,05:51,22 °C,Passing clouds.,No wind,64%,1013 mbar,16 km
2024-06-03 06:51,2024-06-03,06:51,23 °C,Overcast.,No wind,64%,1013 mbar,16 km
2024-06-03 07:51,2024-06-03,07:51,23 °C,Overcast.,6 km/h,64%,1013 mbar,16 km
2024-06-03 08:51,2024-06-03,08:51,23 °C,Partly sunny.,7 km/h,60%,1013 mbar,16 km
2024-06-03 09:51,2024-06-03,09:51,25 °C,Sunny.,7 km/h,54%,1013 mbar,16 km
2024-06-03 10:51,2024-06-03,10:51,26 °C,Sunny.,No wind,50%,1013 mbar,16 km
2024-06-03 11:51,2024-06-03,11:51,28 °C,Sunny.,7 km/h,41%,1013 mbar,16 km
2024-06-03 12:51,2024-06-03,12:51,28 °C,Sunny.,7 km/h,40%,1012 mbar,16 km
2024-06-03 13:51,2024-06-03,13:51,29 °C,Sunny.,13 km/h,39%,1012 mbar,16 km
2024-06-03 14:51,2024-06-03,14:51,30 °C,Sunny.,9 km/h,33%,1012 mbar,16 km
2024-06-03 15:51,2024-06-03,15:51,29 °C,Scattered clouds.,9 km/h,38%,1012 mbar,16 km
2024-06-03 16:51,2024-06-03,16:51,28 °C,Passing clouds.,7 km/h,41%,1011 mbar,16 km
2024-06-03 17:51,2024-06-03,17:51,28 °C,Overcast.,7 km/h,43%,1011 mbar,16 km
2024-06-03 18:51,2024-06-03,18:51,27 °C,Partly sunny.,6 km/h,47%,1012 mbar,16 km
2024-06-03 19:51,2024-06-03,19:51,26 °C,Sunny.,No wind,48%,1012 mbar,16 km
2024-06-03 20:51,2024-06-03,20:51,25 °C,Clear.,No wind,48%,1013 mbar,16 km
2024-06-03 21:51,2024-06-03,21:51,24 °C,Passing clouds.,No wind,52%,1013 mbar,16 km
2024-06-03 22:51,2024-06-03,22:51,24 °C,Overcast.,No wind,52%,1014 mbar,16 km
2024-06-03 23:51,2024-06-03,23:51,24 °C,Passing clouds.,No wind,58%,1014 mbar,16 km
2024-06-04 00:51,2024-06-04,00:51,22 °C,Clear.,6 km/h,66%,1014 mbar,16 km
2024-06-04 01:51,2024-06-04,01:51,23 °C,Clear.,No wind,64%,1014 mbar,16 km
2024-06-04 02:51,2024-06-04,02:51,23 °C,Overcast.,No wind,62%,1014 mbar,16 km
2024-06-04 03:51,2024-06-04,03:51,22 °C,Passing clouds.,6 km/h,66%,1014 mbar,16 km
2024-06-04 04:51,2024-06-04,04:51,21 °C,Passing clouds.,6 km/h,79%,1014 mbar,14 km
2024-06-04 05:51,2024-06-04,05:51,21 °C,Sunny.,No wind,81%,1015 mbar,13 km
2024-06-04 06:51,2024-06-04,06:51,21 °C,Sunny.,No wind,81%,1016 mbar,11 km
2024-06-04 07:51,2024-06-04,07:51,21 °C,Sunny.,9 km/h,84%,1016 mbar,10 km
2024-06-04 08:51,2024-06-04,08:51,22 °C,Sunny.,9 km/h,78%,1017 mbar,11 km
2024-06-04 09:51,2024-06-04,09:51,23 °C,Sunny.,7 km/h,76%,1017 mbar,11 km
2024-06-04 10:51,2024-06-04,10:51,24 °C,Sunny.,7 km/h,69%,1017 mbar,10 km
2024-06-04 11:51,2024-06-04,11:51,24 °C,Sunny.,N/A,67%,1017 mbar,13 km
2024-06-04 12:51,2024-06-04,12:51,24 °C,Sunny.,7 km/h,62%,1017 mbar,16 km
2024-06-04 13:51,2024-06-04,13:51,24 °C,Sunny.,6 km/h,64%,1016 mbar,16 km
2024-06-04 14:51,2024-06-04,14:51,26 °C,Sunny.,No wind,58%,1016 mbar,16 km
2024-06-04 15:51,2024-06-04,15:51,26 °C,Sunny.,N/A,52%,1015 mbar,16 km
2024-06-04 16:51,2024-06-04,16:51,25 °C,Sunny.,6 km/h,58%,1015 mbar,16 km
2024-06-04 17:51,2024-06-04,17:51,24 °C,Sunny.,N/A,58%,1015 mbar,16 km
2024-06-04 18:51,2024-06-04,18:51,22 °C,Sunny.,6 km/h,73%,1016 mbar,16 km
2024-06-04 19:51,2024-06-04,19:51,21 °C,Sunny.,No wind,79%,1016 mbar,16 km
2024-06-04 20:51,2024-06-04,20:51,21 °C,Clear.,7 km/h,79%,1016 mbar,16 km
2024-06-04 21:51,2024-06-04,21:51,20 °C,Clear.,6 km/h,78%,1016 mbar,16 km
2024-06-04 22:51,2024-06-04,22:51,19 °C,Clear.,No wind,81%,1016 mbar,16 km
2024-06-04 23:51,2024-06-04,23:51,19 °C,Clear.,7 km/h,90%,1016 mbar,14 km
2024-06-05 00:51,2024-06-05,00:51,19 °C,Clear.,7 km/h,90%,1015 mbar,13 km
2024-06-05 01:51,2024-06-05,01:51,18 °C,Clear.,No wind,94%,1015 mbar,11 km
2024-06-05 02:31,2024-06-05,02:31,19 °C,Passing clouds.,No wind,93%,1016 mbar,11 km
2024-06-05 02:51,2024-06-05,02:51,19 °C,Overcast.,No wind,87%,1015 mbar,14 km
2024-06-05 03:51,2024-06-05,03:51,19 °C,Passing clouds.,No wind,90%,1015 mbar,13 km
2024-06-05 04:40,2024-06-05,04:40,19 °C,Passing clouds.,No wind,93%,1016 mbar,11 km
2024-06-05 05:11,2024-06-05,05:11,19 °C,Passing clouds.,No wind,93%,1016 mbar,11 km
2024-06-05 05:35,2024-06-05,05:35,18 °C,Fog.,No wind,97%,1016 mbar,10 km
2024-06-05 05:51,2024-06-05,05:51,18 °C,Fog.,6 km/h,97%,1015 mbar,8 km
2024-06-05 06:23,2024-06-05,06:23,19 °C,Fog.,No wind,93%,1016 mbar,10 km
2024-06-05 06:51,2024-06-05,06:51,20 °C,Fog.,No wind,90%,1015 mbar,10 km
2024-06-05 07:14,2024-06-05,07:14,20 °C,Overcast.,6 km/h,90%,1016 mbar,11 km
2024-06-05 07:42,2024-06-05,07:42,21 °C,Fog.,No wind,87%,1016 mbar,10 km
2024-06-05 07:51,2024-06-05,07:51,21 °C,Fog.,No wind,87%,1015 mbar,10 km
2024-06-05 08:51,2024-06-05,08:51,22 °C,Mostly cloudy.,No wind,84%,1015 mbar,11 km
2024-06-05 09:58,2024-06-05,09:58,23 °C,Cloudy.,No wind,81%,1016 mbar,13 km
2024-06-05 10:51,2024-06-05,10:51,23 °C,Mostly cloudy.,7 km/h,79%,1014 mbar,13 km
2024-06-05 11:51,2024-06-05,11:51,24 °C,Partly sunny.,No wind,76%,1014 mbar,16 km
2024-06-05 12:51,2024-06-05,12:51,24 °C,Partly sunny.,9 km/h,74%,1013 mbar,16 km
2024-06-05 13:18,2024-06-05,13:18,25 °C,More clouds than sun.,6 km/h,71%,1014 mbar,16 km
2024-06-05 13:51,2024-06-05,13:51,24 °C,Partly sunny.,9 km/h,74%,1012 mbar,16 km
2024-06-05 15:51,2024-06-05,15:51,25 °C,Sunny.,7 km/h,77%,1011 mbar,16 km
2024-06-05 17:06,2024-06-05,17:06,24 °C,Partly sunny.,N/A,77%,1011 mbar,16 km
2024-06-05 17:26,2024-06-05,17:26,24 °C,Scattered clouds.,N/A,80%,1011 mbar,16 km
2024-06-05 17:51,2024-06-05,17:51,24 °C,Scattered clouds.,6 km/h,82%,1010 mbar,16 km
2024-06-05 18:51,2024-06-05,18:51,23 °C,Mostly cloudy.,N/A,85%,1009 mbar,16 km
2024-06-05 19:51,2024-06-05,19:51,23 °C,Passing clouds.,11 km/h,85%,1009 mbar,16 km
2024-06-05 20:51,2024-06-05,20:51,22 °C,Passing clouds.,9 km/h,91%,1008 mbar,16 km
2024-06-05 21:51,2024-06-05,21:51,22 °C,Passing clouds.,6 km/h,91%,1008 mbar,16 km
2024-06-05 23:05,2024-06-05,23:05,22 °C,Passing clouds.,6 km/h,93%,1009 mbar,13 km
2024-06-05 23:51,2024-06-05,23:51,22 °C,Partly cloudy.,No wind,93%,1008 mbar,11 km
2024-06-06 00:51,2024-06-06,00:51,21 °C,Fog.,6 km/h,97%,1007 mbar,10 km
2024-06-06 01:16,2024-06-06,01:16,21 °C,Light rain. Fog.,7 km/h,100%,1007 mbar,1 km
2024-06-06 01:27,2024-06-06,01:27,21 °C,Light rain. Fog.,N/A,100%,1007 mbar,3 km
2024-06-06 02:06,2024-06-06,02:06,21 °C,Light rain. Fog.,11 km/h,100%,1006 mbar,5 km
2024-06-06 02:23,2024-06-06,02:23,21 °C,Light rain. Fog.,9 km/h,100%,1006 mbar,4 km
2024-06-06 03:05,2024-06-06,03:05,21 °C,Light rain. Fog.,9 km/h,100%,1005 mbar,5 km
2024-06-06 03:38,2024-06-06,03:38,21 °C,Light rain. Fog.,6 km/h,100%,1004 mbar,4 km
2024-06-06 04:05,2024-06-06,04:05,21 °C,Light rain. Fog.,7 km/h,100%,1004 mbar,6 km
2024-06-06 04:36,2024-06-06,04:36,21 °C,Light rain. Fog.,7 km/h,100%,1003 mbar,5 km
2024-06-06 05:23,2024-06-06,05:23,21 °C,Light rain. Fog.,No wind,100%,1003 mbar,3 km
2024-06-06 05:51,2024-06-06,05:51,21 °C,Light rain. Fog.,No wind,100%,1002 mbar,10 km
2024-06-06 06:22,2024-06-06,06:22,21 °C,Light rain. Fog.,No wind,100%,1003 mbar,6 km
2024-06-06 06:40,2024-06-06,06:40,21 °C,Fog.,No wind,100%,1003 mbar,6 km
2024-06-06 06:51,2024-06-06,06:51,21 °C,Fog.,No wind,100%,1002 mbar,6 km
2024-06-06 07:51,2024-06-06,07:51,22 °C,Overcast.,6 km/h,100%,1002 mbar,13 km
2024-06-06 08:51,2024-06-06,08:51,23 °C,Partly sunny.,No wind,97%,1001 mbar,13 km
2024-06-06 09:51,2024-06-06,09:51,23 °C,Overcast.,9 km/h,94%,1001 mbar,16 km
2024-06-06 10:51,2024-06-06,10:51,24 °C,Partly sunny.,No wind,88%,1001 mbar,16 km
2024-06-06 12:01,2024-06-06,12:01,26 °C,Partly sunny.,No wind,82%,1002 mbar,16 km
2024-06-06 12:15,2024-06-06,12:15,25 °C,Broken clouds.,No wind,88%,1002 mbar,16 km
2024-06-06 12:51,2024-06-06,12:51,26 °C,Partly sunny.,No wind,82%,1001 mbar,16 km
2024-06-06 13:51,2024-06-06,13:51,27 °C,Passing clouds.,6 km/h,72%,1000 mbar,16 km
2024-06-06 15:05,2024-06-06,15:05,23 °C,Heavy rain. Fog.,15 km/h,100%,1000 mbar,1 km
2024-06-06 15:13,2024-06-06,15:13,23 °C,Light rain. Fog.,7 km/h,100%,1000 mbar,3 km
2024-06-06 15:21,2024-06-06,15:21,24 °C,Fog.,No wind,100%,1000 mbar,6 km
2024-06-06 16:16,2024-06-06,16:16,23 °C,Light rain. Fog.,7 km/h,100%,1000 mbar,1 km
2024-06-06 16:41,2024-06-06,16:41,24 °C,Fog.,No wind,100%,1000 mbar,3 km
2024-06-06 16:51,2024-06-06,16:51,24 °C,Fog.,No wind,100%,999 mbar,6 km
2024-06-06 17:51,2024-06-06,17:51,25 °C,Fog.,No wind,96%,998 mbar,8 km
2024-06-06 18:51,2024-06-06,18:51,25 °C,Sunny.,No wind,94%,998 mbar,16 km
2024-06-06 19:51,2024-06-06,19:51,25 °C,Passing clouds.,11 km/h,82%,999 mbar,16 km
2024-06-06 20:51,2024-06-06,20:51,26 °C,Passing clouds.,6 km/h,76%,1000 mbar,16 km
2024-06-06 21:16,2024-06-06,21:16,22 °C,Heavy rain. Fog.,11 km/h,87%,1002 mbar,2 km
2024-06-06 21:51,2024-06-06,21:51,21 °C,Passing clouds.,No wind,100%,1001 mbar,13 km
2024-06-06 22:51,2024-06-06,22:51,21 °C,Clear.,No wind,100%,1001 mbar,16 km
2024-06-06 23:51,2024-06-06,23:51,20 °C,Clear.,No wind,100%,1001 mbar,13 km
2024-06-07 00:51,2024-06-07,00:51,20 °C,Fog.,No wind,100%,1001 mbar,10 km
2024-06-07 01:51,2024-06-07,01:51,20 °C,Clear.,No wind,100%,1001 mbar,13 km
2024-06-07 02:51,2024-06-07,02:51,20 °C,Passing clouds.,6 km/h,100%,1001 mbar,16 km
2024-06-07 03:51,2024-06-07,03:51,19 °C,Passing clouds.,6 km/h,100%,1001 mbar,14 km
2024-06-07 04:51,2024-06-07,04:51,19 °C,Passing clouds.,No wind,100%,1001 mbar,13 km
2024-06-07 05:51,2024-06-07,05:51,20 °C,Broken clouds.,No wind,96%,1002 mbar,16 km
2024-06-07 06:51,2024-06-07,06:51,21 °C,Scattered clouds.,No wind,93%,1002 mbar,16 km
2024-06-07 07:51,2024-06-07,07:51,21 °C,Broken clouds.,No wind,81%,1002 mbar,16 km
2024-06-07 08:51,2024-06-07,08:51,22 °C,Partly sunny.,6 km/h,71%,1002 mbar,16 km
2024-06-07 09:51,2024-06-07,09:51,23 °C,Scattered clouds.,No wind,64%,1003 mbar,16 km
2024-06-07 10:51,2024-06-07,10:51,25 °C,Partly sunny.,6 km/h,47%,1002 mbar,16 km
2024-06-07 11:51,2024-06-07,11:51,27 °C,Sunny.,No wind,42%,1002 mbar,16 km
2024-06-07 12:51,2024-06-07,12:51,26 °C,Scattered clouds.,No wind,43%,1002 mbar,16 km
2024-06-07 13:51,2024-06-07,13:51,27 °C,Scattered clouds.,No wind,42%,1001 mbar,16 km
2024-06-07 14:51,2024-06-07,14:51,27 °C,Passing clouds.,7 km/h,45%,1001 mbar,16 km
2024-06-07 15:51,2024-06-07,15:51,26 °C,Broken clouds.,11 km/h,50%,1001 mbar,16 km
2024-06-07 16:51,2024-06-07,16:51,26 °C,Mostly cloudy.,11 km/h,47%,1001 mbar,16 km
2024-06-07 17:51,2024-06-07,17:51,26 °C,Passing clouds.,9 km/h,42%,1001 mbar,16 km
2024-06-07 18:51,2024-06-07,18:51,26 °C,Passing clouds.,N/A,42%,1002 mbar,16 km
2024-06-07 19:51,2024-06-07,19:51,23 °C,Cloudy.,20 km/h,50%,1004 mbar,16 km
2024-06-07 20:51,2024-06-07,20:51,22 °C,Passing clouds.,7 km/h,53%,1005 mbar,16 km
2024-06-07 21:51,2024-06-07,21:51,21 °C,Clear.,9 km/h,57%,1006 mbar,16 km
2024-06-07 22:51,2024-06-07,22:51,20 °C,Clear.,9 km/h,59%,1007 mbar,16 km
2024-06-07 23:51,2024-06-07,23:51,19 °C,Clear.,6 km/h,63%,1007 mbar,16 km
2024-06-08 00:51,2024-06-08,00:51,19 °C,Clear.,11 km/h,63%,1007 mbar,16 km
2024-06-08 01:51,2024-06-08,01:51,18 °C,Clear.,9 km/h,68%,1006 mbar,16 km
2024-06-08 02:51,2024-06-08,02:51,18 °C,Clear.,6 km/h,66%,1006 mbar,16 km
2024-06-08 03:51,2024-06-08,03:51,18 °C,Clear.,7 km/h,68%,1006 mbar,16 km
2024-06-08 04:51,2024-06-08,04:51,17 °C,Clear.,7 km/h,73%,1006 mbar,16 km
2024-06-08 05:51,2024-06-08,05:51,17 °C,Sunny.,11 km/h,68%,1007 mbar,16 km
2024-06-08 06:51,2024-06-08,06:51,18 °C,Sunny.,N/A,65%,1007 mbar,16 km
2024-06-08 07:51,2024-06-08,07:51,19 °C,Sunny.,11 km/h,59%,1008 mbar,16 km
2024-06-08 08:51,2024-06-08,08:51,20 °C,Sunny.,11 km/h,57%,1008 mbar,16 km
2024-06-08 09:51,2024-06-08,09:51,21 °C,Sunny.,17 km/h,53%,1008 mbar,16 km
2024-06-08 10:51,2024-06-08,10:51,22 °C,Sunny.,9 km/h,53%,1008 mbar,16 km
2024-06-08 11:51,2024-06-08,11:51,23 °C,Partly sunny.,13 km/h,51%,1008 mbar,16 km
2024-06-08 12:51,2024-06-08,12:51,24 °C,Sunny.,11 km/h,48%,1008 mbar,16 km
2024-06-08 13:51,2024-06-08,13:51,23 °C,Partly sunny.,9 km/h,50%,1008 mbar,16 km
2024-06-08 14:51,2024-06-08,14:51,24 °C,Scattered clouds.,N/A,52%,1008 mbar,16 km
2024-06-08 15:51,2024-06-08,15:51,24 °C,Broken clouds.,11 km/h,47%,1008 mbar,16 km
2024-06-08 16:51,2024-06-08,16:51,24 °C,Passing clouds.,9 km/h,45%,1008 mbar,16 km
2024-06-08 17:51,2024-06-08,17:51,24 °C,Sunny.,9 km/h,42%,1008 mbar,16 km
2024-06-08 18:51,2024-06-08,18:51,24 °C,Sunny.,11 km/h,40%,1008 mbar,16 km
2024-06-08 19:51,2024-06-08,19:51,24 °C,Sunny.,7 km/h,43%,1008 mbar,16 km
2024-06-08 20:51,2024-06-08,20:51,23 °C,Clear.,7 km/h,46%,1008 mbar,16 km
2024-06-08 21:51,2024-06-08,21:51,23 °C,Clear.,6 km/h,46%,1008 mbar,16 km
2024-06-08 22:51,2024-06-08,22:51,22 °C,Clear.,No wind,48%,1008 mbar,16 km
2024-06-08 23:51,2024-06-08,23:51,22 °C,Clear.,7 km/h,48%,1008 mbar,16 km
2024-06-09 00:51,2024-06-09,00:51,22 °C,Clear.,6 km/h,51%,1008 mbar,16 km
2024-06-09 01:51,2024-06-09,01:51,21 °C,Clear.,6 km/h,53%,1007 mbar,16 km
2024-06-09 02:51,2024-06-09,02:51,21 °C,Passing clouds.,6 km/h,59%,1006 mbar,16 km
2024-06-09 03:51,2024-06-09,03:51,21 °C,Clear.,No wind,55%,1006 mbar,16 km
2024-06-09 04:51,2024-06-09,04:51,20 °C,Clear.,No wind,59%,1005 mbar,16 km
2024-06-09 05:51,2024-06-09,05:51,21 °C,Sunny.,No wind,59%,1003 mbar,16 km
2024-06-09 06:51,2024-06-09,06:51,21 °C,Overcast.,N/A,64%,1002 mbar,16 km
2024-06-09 07:51,2024-06-09,07:51,21 °C,Partly sunny.,7 km/h,73%,1002 mbar,16 km
2024-06-09 08:51,2024-06-09,08:51,22 °C,Partly sunny.,20 km/h,66%,1001 mbar,16 km
2024-06-09 09:51,2024-06-09,09:51,21 °C,Overcast.,11 km/h,68%,1001 mbar,14 km
2024-06-09 10:51,2024-06-09,10:51,21 °C,Overcast.,7 km/h,73%,1001 mbar,16 km
2024-06-09 11:51,2024-06-09,11:51,21 °C,Overcast.,N/A,71%,1001 mbar,16 km
2024-06-09 12:51,2024-06-09,12:51,22 °C,Cloudy.,19 km/h,64%,1001 mbar,16 km
2024-06-09 13:51,2024-06-09,13:51,22 °C,Broken clouds.,N/A,59%,1001 mbar,16 km
2024-06-09 14:51,2024-06-09,14:51,22 °C,Overcast.,9 km/h,53%,1002 mbar,16 km
2024-06-09 15:51,2024-06-09,15:51,23 °C,Broken clouds.,15 km/h,51%,1002 mbar,16 km
2024-06-09 16:51,2024-06-09,16:51,23 °C,Scattered clouds.,9 km/h,50%,1002 mbar,16 km
2024-06-09 17:51,2024-06-09,17:51,23 °C,Passing clouds.,13 km/h,43%,1002 mbar,16 km
2024-06-09 18:51,2024-06-09,18:51,23 °C,Sunny.,13 km/h,38%,1002 mbar,16 km
2024-06-09 19:51,2024-06-09,19:51,23 °C,Sunny.,9 km/h,43%,1002 mbar,16 km
2024-06-09 20:51,2024-06-09,20:51,22 °C,Clear.,7 km/h,44%,1003 mbar,16 km
2024-06-09 21:51,2024-06-09,21:51,21 °C,Clear.,No wind,47%,1003 mbar,16 km
2024-06-09 22:51,2024-06-09,22:51,21 °C,Clear.,7 km/h,47%,1003 mbar,16 km
2024-06-09 23:51,2024-06-09,23:51,21 °C,Partly cloudy.,No wind,51%,1003 mbar,16 km
2024-06-10 00:51,2024-06-10,00:51,18 °C,Passing clouds.,6 km/h,63%,1003 mbar,16 km
2024-06-10 01:51,2024-06-10,01:51,18 °C,Overcast.,6 km/h,63%,1003 mbar,16 km
2024-06-10 02:51,2024-06-10,02:51,18 °C,Passing clouds.,15 km/h,61%,1003 mbar,16 km
2024-06-10 03:51,2024-06-10,03:51,18 °C,Clear.,11 km/h,63%,1003 mbar,16 km
2024-06-10 04:51,2024-06-10,04:51,17 °C,Clear.,9 km/h,65%,1003 mbar,16 km
2024-06-10 05:51,2024-06-10,05:51,17 °C,Sunny.,13 km/h,67%,1004 mbar,16 km
